"","text"
"7582","rt  lunatic  literally defends putin murdering  critics  bill oreilly    countrys  innocent "
"7583","rt  oreilly putins  killer       lot  killers weve   lot  killers    thinkou "
"7584","rt     supporters retweet   agree "
"7585","rt  oh yea   train  pushing      bs   left    worry president  "
"7586","    send help      british public   reassuring imagine  childhoods"
"7587","rt  breaking judges block   travel ban harms  public  thwarting enforcement  executive  justice dept appeal filing"
"7588","rt  rt       impeached        impeached"
"7589","flynn    leading    war    rich richer  thin  population  created    iran read shah"
"7590","rt     investigation  russian hacking  promised "
"7591","rt  walt disney ceo joins uber  pulling    business advisory  event  "
"7592","    supporters shop  walmart  nordstrom    cares lololol"
"7593","rt     receive reports   profit  loss   company    "
"7594","rt   modern fascism    fight    read     observer  "
"7595","rt  boobtubepresident  uhoh       read youre mother  righttv makes  stupid  "
"7596","rt     hates  country  official     anti american  impeach "
"7597","rt  theres     billion chance    killed   refugee   supporters "
"7598","mashable alec baldwins     snl prepare    war "
"7599","rt    fellow military academy alums remember school  little    presidential candidate "
"7600","rt  breaking   travel ban remains suspended   th circuit denied  stay   earlier court  "
"7601","rt  liberals  crying foul   tax plans   governor proves tax cuts  "
"7602","  respect brady    rooting  atlanta  root   read  wikipedia   amazing life youve "
"7603","rt   staggering hysterical overreaction  lord carey former archbishop  canterbury  antitrump protests  "
"7604","rt  hypocrisy saudi arabia  building   mile border wall    islamic terrorists   slam  via "
"7605","rt   bannon draft   eo  makes  okay  grab pussy  bannon love  putin ok   russian pussy thats  nickname"
"7606","rt   hard    remember  thats happened  past  weeks   administration  "
"7607","rt jays middle school student attacked  bus  wearing  maga hat   schools suspends  video "
"7608","rt   federal appeals court  refused  immediately reinstate  travel ban  people  seven countries "
"7609","rt  fox aired interview excerpt  oreilly putin   killer       lot  killers    countrys  innocent"
"7610","rt  iran  bar  american wrestling team   international meet  response   immigration ban "
"7611","    reqd  register   lobbyist   proputinprorussia advocacy     ethics  hes   "
"7612","rt    jr stumbled  trying    mark   business world "
"7613","rt       achievement  pres    demystified american democracy amp      glorified rd world prototype"
"7614","rt    echoing putin    suggests  america   morally superior  russia heads   explo "
"7615","rt  youre  woman  class obv    words  thinking   describe   single syllable "
"7616","rt  lady gaga   criticise      permapisstaked     fucking time superbowl  bluehand ladygaga"
"7617","rt  killers     attacked  integrity  america  defend vladimir putin brothers  sisters  aggression   stand"
"7618","rt  kim jong un   phone  upset  hes    worlds craziest leader "
"7619","rt   morning  cartoon  brilliant statueofliberty justice  checksandbalances "
"7620","chrissy teigen ive  trolling       "
"7621","rt  millions  people      president  donaldtrump maga usa trumptrain art  trum "
"7622","rt  look forward     shitfit  kristen stewart    hours "
"7623","rt  gorge washington   tell  lie richard nixon   tell  truth  trum "
"7624","rt  elizabeth warren  progressives  congress  rousing call  arms     via "
"7625","       billboard directly      "
"7626","rt  michael moore   perfect response   attack   judge  blocked  muslim ban "
"7627","rt   lies       millions  swallow    matter  "
"7628"," draft   expand religious rights  allow denial  services  gays  wall street journal "
"7629","rt  watch   bannon  grim reaper   war  foreign leaders  snl  "
"7630","rt  africa america buhari biafrans chose  celebrate    nigeria government chose  spill  "
"7631","rt  alecbaldwin  snl      favorite comedians    liked        "
"7632","rt        jr  eric   "
"7633","rt    jr stumbled   mark outside   organization leaving  lawsuits unpaid taxes "
"7634"," oh  mind   upthread     normalise  day heres  article  meant "
"7635","rt  pence addresses  federalist society  discusses  genius   constitutions framework   attacks  federal judge"
"7636","rt     events  weekend    benefit  businesses  trumpsamerica peeotus "
"7637","rt          doesnt care  democrat  republican  cares    refreshing"
"7638","melissa mccarthy    funny     admit    looks     guy goes    sundaymorning"
"7639","rt     court  appeals denies dept  justices emergency motion  lift  travel ban restraining  "
"7640"," foreign policy   speaking campaign language   "
"7641","  james   intelligent  makes  worship    savior  america    bizarre  sad"
"7642","thedailyexpress  former archbishopofcanterbury blasts lefties      chance  "
"7643","rt   leftwing appeals court  nation denies  request  reinstate travel ban  maga trumptrain americafirst"
"7644","rt   voices hope russia  help  fight  isis   "
"7645","rt  fox aired interview excerpt  oreilly putin   killer       lot  killers    countrys  innocent"
"7646","rt  theres     billion chance    killed   refugee   supporters "
"7647"," people   understand   wouldnt  outraged   thats silly "
"7648","     change  religion  america     charlotte observer "
"7649","rt   dutch mocked    germany  switzerland     "
"7650","rt  michael moore trolls   tweet attacking judge thank  socalled president  "
"7651","rt                finger   tweet      "
"7652","rt   foreign policy   speaking campaign language   "
"7653","rt   gop leadership  legislative branch  ceded  power   thankfully    branch  pi "
"7654","  policy  finally makes sense      look   economics  week "
"7655","rt   dads friend owns  restaurant          receipts     america disgustin "
"7656","rt    supreme court stand    "
"7657","rt  mexico   builds  wall  "
"7658","rt     woke   read news headline    word reject   "
"7659","rt  monthly cost  guarding  tower  million section     homeless nyc families  million"
"7660","rt  reposting  photo  yesterdays london antitrump march staggering "
"7661","rt  re  losing appeal  travel ban boom    deal  ban nobannowall "
"7662","   loses democracy wins muslimban "
"7663","rt  navy seal convoy flew   flag proudly   love  military  amp  womenvetsamericafirst freedom "
"7664","rt  snl goes     melissa mccarthy  sean spicer "
"7665","rt  breaking appeals court denies  administration request  immediately reinstate ban  travelers  refugees"
"7666","rt  kristen stewarthumiliated   night  saturday night live    robert pattinson  snl  "
"7667","rt    disrespected  federal judge robart  accusing   granting outrageous  "
"7668","rt  kristen mocked       gay  snl monologue    fave "
"7669","rt      positive aspects  trumpbannon extremism     weeks    harder  deny  trouble   amp   act"
"7670","rt       bleed    incentives  tv executives  hosts paid  revenues based    "
"7671","rt  itd   coverage    told vladimir hell   flexible   election"
"7672","rt  pastor trolls  supporters  church sign  alpolitics "
"7673","rt         tried  delegitimize  press scientists  intel community election results  judiciary branch"
"7674","rt   liberal talking  destroyed  reality  chose  judge   americans ufefud   via "
"7675","rt  thank  socalled president  ive  struggling   weeks    call    tweet   "
"7676","rt  breaking appeals court denies  administration request  immediately reinstate ban  travelers  refugees"
"7677"," sanctuary san franciscos th court  appeals rejects  immigration request "
"7678","rt   cabinet pick paid  cultlike iranian exile     "
"7679","rt  chill america    outrage  outrageous   washington post "
"7680","rt   whos attending  super bowl game  lady gaga takes  stage stand   yell     "
"7681","rt    invite orban   white house soon    islamists   left  crazy crazier    "
"7682","rt       bleed    incentives  tv executives  hosts paid  revenues based    "
"7683","rt     defend russia amp  putin  wake  americans  "
"7684","    pussies  grab   plenty      senatehouse gop"
"7685"," liked   video  gutfeld   vs  whos scared  "
"7686","rt  houston superbowl attendees please boo lady gaga   stage nfl maga  superbowl superbowl "
"7687","washington post  signs   begin rolling  wall street regulations    "
"7688","rt       bleed    incentives  tv executives  hosts paid  revenues based    "
"7689","   pollsters  predicted hillary  beat "
"7690","rt    people  werent captured        reveal  trumprussia connections amp  impeachtrump dworkinreport"
"7691","  hearing   saysdoes "
"7692","rt  obama america  imperfect gop treason   america    murderous thug gop shield  eyes   presence   patriot"
"7693"," experiment  scare  heck    twitter feed collects  voters regrets "
"7694"," defends killer putin    countrys  innocent  potus    "
"7695","rt     currently engaged    five    exact behaviors   attacked hillary clinton  "
"7696","rt  caroline kennedy   america  approach  alarming  via "
"7697","rt  monthly cost  guarding  tower  million section     homeless nyc families  million"
"7698","america  edge moveon organizes antitrump protests  country  breitbart "
